Pair1: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=69, inner_diam=63
Pair517: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=66, inner_diam=109
Pair518: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=79, inner_diam=75
Pair519: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=73, inner_diam=43
Pair520: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=53, inner_diam=78
Pair521: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=71, inner_diam=73
Pair522: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=50, inner_diam=84
Pair523: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=60, inner_diam=61
Pair524: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=68, inner_diam=118
Pair525: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=56, inner_diam=57
Pair526: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=50, inner_diam=103
Pair527: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=70, inner_diam=88
Pair528: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=91, inner_diam=116
Pair529: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=89, inner_diam=103
Pair530: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=78, inner_diam=111
Pair531: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=68, inner_diam=77
Pair532: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=58, inner_diam=92
Pair533: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=84, inner_diam=89
Pair534: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=71, inner_diam=112
Pair535: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=83, inner_diam=50
Pair536: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=61, inner_diam=75
Pair537: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=86, inner_diam=67
Pair538: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=100, inner_diam=48
Pair539: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=100, inner_diam=59
Pair540: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=76, inner_diam=104
Pair541: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=98, inner_diam=81
Pair542: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=72, inner_diam=77
Pair543: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=90, inner_diam=67
Pair544: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=97, inner_diam=57
Pair545: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=89, inner_diam=100
Pair546: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=71, inner_diam=43
Pair547: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=61, inner_diam=73
Pair548: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=56, inner_diam=80
Pair549: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=60, inner_diam=108
Pair550: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=78, inner_diam=63
Pair551: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=50, inner_diam=89
Pair552: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=95, inner_diam=86
Pair553: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=89, inner_diam=112
Pair554: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=88, inner_diam=103
Pair555: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=63, inner_diam=82
Pair556: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=72, inner_diam=64
Pair557: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=59, inner_diam=110
Pair558: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=75, inner_diam=72
Pair559: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=75, inner_diam=40
Pair560: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=70, inner_diam=40
Pair561: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=100, inner_diam=42
Pair562: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=62, inner_diam=116
Pair563: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=97, inner_diam=41
Pair564: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=71, inner_diam=50
Pair565: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=95, inner_diam=40
Pair566: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=90, inner_diam=118
Pair567: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=74, inner_diam=109
Pair568: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=50, inner_diam=77
Pair569: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=53, inner_diam=119
Pair570: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=75, inner_diam=106
Pair571: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=70, inner_diam=42
Pair572: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=61, inner_diam=40
Pair573: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=77, inner_diam=94
Pair574: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=83, inner_diam=62
Pair575: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=58, inner_diam=63
Pair576: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=94, inner_diam=41
Pair577: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=65, inner_diam=40
Pair578: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=66, inner_diam=77
Pair579: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=91, inner_diam=109
Pair580: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=54, inner_diam=86
Pair581: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=56, inner_diam=89
Pair582: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=94, inner_diam=101
Pair583: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=57, inner_diam=56
Pair584: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=54, inner_diam=105
Pair585: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=60, inner_diam=79
Pair586: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=98, inner_diam=48
Pair587: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=81, inner_diam=52
Pair588: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=59, inner_diam=94
Pair589: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=77, inner_diam=111
Pair590: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=93, inner_diam=49
Pair591: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=98, inner_diam=118
Pair592: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=77, inner_diam=51
Pair593: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=51, inner_diam=40
Pair594: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=54, inner_diam=73
Pair595: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=74, inner_diam=50
Pair596: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=52, inner_diam=119
Pair597: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=51, inner_diam=99
Pair598: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=78, inner_diam=119
Pair599: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=97, inner_diam=102
Pair600: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=70, inner_diam=119
Pair601: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=84, inner_diam=74
Pair602: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=83, inner_diam=60
Pair603: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=59, inner_diam=86
Pair604: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=69, inner_diam=67
Pair605: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=50, inner_diam=90
Pair606: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=83, inner_diam=112
Pair607: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=73, inner_diam=95
Pair608: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=70, inner_diam=47
Pair609: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=92, inner_diam=84
Pair610: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=80, inner_diam=110
Pair611: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=67, inner_diam=112
Pair612: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=68, inner_diam=89
Pair613: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=84, inner_diam=43
Pair614: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=63, inner_diam=94
Pair615: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=56, inner_diam=65
Pair616: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=70, inner_diam=70
Pair617: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=62, inner_diam=109
Pair618: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=57, inner_diam=49
Pair619: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=87, inner_diam=101
Pair620: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=75, inner_diam=110
Pair621: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=99, inner_diam=63
Pair622: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=79, inner_diam=101
Pair623: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=68, inner_diam=84
Pair624: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=81, inner_diam=47
Pair625: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=81, inner_diam=59
Pair626: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=91, inner_diam=80
Pair627: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=95, inner_diam=57
Pair628: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=72, inner_diam=111
Pair629: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=64, inner_diam=105
Pair630: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=84, inner_diam=58
Pair631: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=57, inner_diam=89
Pair632: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=88, inner_diam=95
Pair633: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=60, inner_diam=96
Pair634: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=66, inner_diam=81
Pair635: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=78, inner_diam=106
Pair636: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=63, inner_diam=118
Pair637: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=91, inner_diam=65
Pair638: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=97, inner_diam=46
Pair639: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=71, inner_diam=81
Pair640: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=72, inner_diam=109
Pair641: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=62, inner_diam=109
Pair642: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=91, inner_diam=43
Pair643: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=75, inner_diam=95
Pair644: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=64, inner_diam=49
Pair645: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=51, inner_diam=74
Pair646: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=69, inner_diam=111
Pair647: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=90, inner_diam=100
Pair648: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=73, inner_diam=83
Pair649: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=73, inner_diam=97
Pair650: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=89, inner_diam=106
Pair651: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=88, inner_diam=51
Pair652: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=58, inner_diam=73
Pair653: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=57, inner_diam=56
Pair654: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=53, inner_diam=66
Pair655: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=90, inner_diam=120
Pair656: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=83, inner_diam=51
Pair657: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=57, inner_diam=71
Pair658: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=76, inner_diam=82
Pair659: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=84, inner_diam=89
Pair660: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=99, inner_diam=65
Pair661: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=71, inner_diam=63
Pair662: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=63, inner_diam=75
Pair663: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=74, inner_diam=43
Pair664: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=99, inner_diam=109
Pair665: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=73, inner_diam=72
Pair666: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=89, inner_diam=60
Pair667: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=6, center_gap=59, inner_diam=75
Pair668: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=55, inner_diam=116
Pair669: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=56, inner_diam=88
Pair670: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=86, inner_diam=88
Pair671: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=92, inner_diam=111
Pair672: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=99, inner_diam=47
Pair673: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=56, inner_diam=112
Pair674: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=54, inner_diam=43
Pair675: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=72, inner_diam=115
Pair676: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=70, inner_diam=65
Pair677: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=90, inner_diam=110
Pair678: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=92, inner_diam=118
Pair679: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=68, inner_diam=100
Pair680: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=78, inner_diam=95
Pair681: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=93, inner_diam=46
Pair682: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=82, inner_diam=105
Pair683: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=74, inner_diam=90
Pair684: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=97, inner_diam=47
Pair685: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=67, inner_diam=78
Pair686: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=4, center_gap=54, inner_diam=58
Pair687: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=57, inner_diam=84
Pair688: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=63, inner_diam=93
Pair689: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=74, inner_diam=60
Pair690: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=70, inner_diam=88
Pair691: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=97, inner_diam=74
Pair692: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=97, inner_diam=108
Pair693: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=95, inner_diam=82
Pair694: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=63, inner_diam=74
Pair695: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=99, inner_diam=42
Pair696: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=75, inner_diam=85
Pair697: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=78, inner_diam=102
Pair698: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=50, inner_diam=48
Pair699: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=69, inner_diam=111
Pair700: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=64, inner_diam=83
Pair701: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=92, inner_diam=77
Pair702: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=8, center_gap=67, inner_diam=100
Pair703: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=84, inner_diam=84
Pair704: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=63, inner_diam=42
Pair705: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=98, inner_diam=54
Pair706: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=69, inner_diam=119
Pair707: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=95, inner_diam=99
Pair708: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=71, inner_diam=85
Pair709: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=100, inner_diam=87
Pair710: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=61, inner_diam=90
Pair711: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=79, inner_diam=120
Pair712: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=55, inner_diam=115
Pair713: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=64, inner_diam=40
Pair714: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=75, inner_diam=86
Pair715: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=88, inner_diam=98
Pair716: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=68, inner_diam=54
Pair717: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=62, inner_diam=95
Pair718: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=82, inner_diam=105
Pair719: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=52, inner_diam=84
Pair720: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=7, center_gap=92, inner_diam=112
Pair721: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=88, inner_diam=71
Pair722: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=63, inner_diam=102
Pair723: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=54, inner_diam=107
Pair724: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=80, inner_diam=97
Pair725: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=85, inner_diam=73
Pair726: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=78, inner_diam=111
Pair727: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=50, inner_diam=108
Pair728: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=98, inner_diam=103
Pair729: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=85, inner_diam=49
Pair730: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=82, inner_diam=46
Pair731: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=100, inner_diam=120
Pair732: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=87, inner_diam=73
Pair733: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=65, inner_diam=72
Pair734: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=7, center_gap=93, inner_diam=45
Pair735: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=76, inner_diam=75
Pair736: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=55, inner_diam=78
Pair737: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=60, inner_diam=59
Pair738: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=80, inner_diam=81
Pair739: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=62, inner_diam=116
Pair740: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=57, inner_diam=65
Pair741: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=60, inner_diam=66
Pair742: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=76, inner_diam=107
Pair743: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=64, inner_diam=120
Pair744: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=65, inner_diam=87
Pair745: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=86, inner_diam=76
Pair746: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=77, inner_diam=75
Pair747: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=81, inner_diam=58
Pair748: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=4, center_gap=60, inner_diam=115
Pair749: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=5, center_gap=58, inner_diam=40
Pair750: turns_top=3, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=70, inner_diam=106
Pair751: turns_top=2, turns_bot=1, linewidth_top=6, linewidth_bot=6, center_gap=63, inner_diam=99
Pair752: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=5, center_gap=57, inner_diam=90
Pair753: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=67, inner_diam=106
Pair754: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=6, center_gap=66, inner_diam=109
Pair755: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=99, inner_diam=113
Pair756: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=5, center_gap=66, inner_diam=97
Pair757: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=8, center_gap=53, inner_diam=120
Pair758: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=81, inner_diam=48
Pair759: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=95, inner_diam=95
Pair760: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=8, center_gap=58, inner_diam=70
Pair761: turns_top=3, turns_bot=1, linewidth_top=6, linewidth_bot=8, center_gap=60, inner_diam=66
Pair762: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=6, center_gap=66, inner_diam=74
Pair763: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=4, center_gap=75, inner_diam=50
Pair764: turns_top=2, turns_bot=1, linewidth_top=5, linewidth_bot=7, center_gap=73, inner_diam=71
Pair765: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=7, center_gap=64, inner_diam=40
Pair766: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=85, inner_diam=86
Pair767: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=77, inner_diam=62
Pair768: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=7, center_gap=100, inner_diam=68
Pair769: turns_top=3, turns_bot=1, linewidth_top=4, linewidth_bot=4, center_gap=86, inner_diam=80
Pair770: turns_top=3, turns_bot=1, linewidth_top=7, linewidth_bot=8, center_gap=60, inner_diam=82
Pair771: turns_top=2, turns_bot=1, linewidth_top=4, linewidth_bot=6, center_gap=50, inner_diam=64
Pair772: turns_top=3, turns_bot=1, linewidth_top=8, linewidth_bot=5, center_gap=98, inner_diam=51
Pair773: turns_top=2, turns_bot=1, linewidth_top=8, linewidth_bot=4, center_gap=79, inner_diam=61
Pair774: turns_top=2, turns_bot=1, linewidth_top=7, linewidth_bot=5, center_gap=72, inner_diam=119
